id,alcohol,alcohol_bands,category,country,description,designation,price,price_bands,rating,rating_bands,region,subregion,subsubregion,title,url,varietal,vintage,winery,quantity
3409,15,High,Red,Spain,"This is heavy and raisiny, with ripe earth and mineral aromas that are suggestive of Port. It feels loaded and scratchy, with licorice, prune and pepper flavors that finish short and with some heat. A bullish style to drink now.",8 Meses,15,Budget Option,87,Mediocre,Northern Spain,Toro,,Cyan 2010 8 Meses (Toro),https://www.winemag.com/buying-guide/cyan-2010-8-meses-tempranillo-tinta-de-toro-toro/,Tinta de Toro,2010,Cyan,1
3411,15,High,Dessert,Spain,"The blackberry, boysenberry and cinnamon aromas are exotic and attractive. It offers a ton of body in support of concentrated flavors of black fruit, fudge and spice. The finish is long, with notes of chocolate, pepper and some elegance.",Dulce,24,Reasonable,90,Pretty Good,Levante,Jumilla,,Casa de la Ermita 2010 Dulce Monastrell (Jumilla),https://www.winemag.com/buying-guide/casa-ermita-2010-dulce-mourvedre-monastrell-jumilla/,Monastrell,2010,Casa de la Ermita,1
3413,15,High,Red,Spain,"Big, smoky and concentrated on the nose, this has a ton of black fruit and char notes. This is mouth-filling, deep and powerful stuff, with a potent mash of baked blackberry, molasses and barbecue sauce filling in the flavor profile. It finishes long and roasted, with savory oak and saucy spice flavors. A blend of 85% Garnacha and 15% Monastrell.",La Atalaya,16,Budget Option,89,Mediocre,Central Spain,Almansa,,Atalaya 2010 La Atalaya Garnacha-Monastrell (Almansa),https://www.winemag.com/buying-guide/atalaya-2010-la-red-blend-garnacha-monastrell-almansa/,Garnacha-Monastrell,2010,Atalaya,1
3422,15,High,White,Spain,"Hard and capped on the nose, this has mixed aromas of plastic, sulfur and white fruit. It feels creamy and tropical, with flavors of mango, banana and honey, with some bitterness on the back palate and finish.",Moscatel de la Marina,19,Budget Option,86,Mediocre,Levante,Alicante,,Enrique Mendoza 2010 Moscatel de la Marina Moscatel (Alicante),https://www.winemag.com/buying-guide/enrique-mendoza-2010-moscatel-marina-muscat-moscatel-alicante/,Moscatel,2010,Enrique Mendoza,1
3402,15,High,Red,Spain,"This wine starts with baked fruit and mustard aromas. The mouthfeel is pinched in the middle but syrupy and sticky as a whole, while the flavor profile deals notes of cured meat, bacon, resiny oak, ripe berry and baked cassis.",Tanto Monta Old Vine,15,Budget Option,85,Mediocre,Northern Spain,Vino de la Tierra de Castilla y Leon,,Lo Nuevo 2009 Tanto Monta Old Vine Tempranillo (Vino de la Tierra de Castilla y Leon),https://www.winemag.com/buying-guide/lo-nuevo-2009-tanto-monta-old-vine-tempranillo-vino-tierra-castilla-leon/,Tempranillo,2009,Lo Nuevo,1
3406,15,High,Red,Spain,"This is deep and attractive, with complex aromas of balsam wood, ripe black fruit and bacon. It feels really good and dense, with pastry, roasted berry, chocolate and molasses flavors. The finish is long, flavorful and rewarding. A modern wine to drink now-2016.",Mas de Can Blau,45,Reasonable,92,Pretty Good,Catalonia,Montsant,,Can Blau 2009 Mas de Can Blau Red (Montsant),https://www.winemag.com/buying-guide/can-blau-2009-mas-red-montsant/,Red Blend,2009,Can Blau,1
3407,15,High,Red,Spain,"Cola, coconut and ripe blackberry aromas are draped all over the wine's bouquet. On the palate, it's a bit choppy and acidic, with pounding flavors of black cherry, blackberry and leather. Juicy, zesty and jagged feeling at the moment, this should be consumed no earlier than 2014 and may be at its best around 2018.",VS,100,Upper-Medium,92,Pretty Good,Northern Spain,Ribera del Duero,,Alidis 2009 VS (Ribera del Duero),https://www.winemag.com/buying-guide/alidis-2009-vs-tempranillo-ribera-duero/,Tempranillo,2009,Alidis,1
3410,15,High,Red,Spain,"Earthy, rubbery aromas accompany rustic notes of stalk and leather. This feels astringent and grabby, with green berry and mint flavors. It finishes with size and power but not much agility.",Vinas Viejas,20,Budget Option,84,Mediocre,Northern Spain,Calatayud,,Las Rocas de San Alejandro 2009 Vinas Viejas Garnacha (Calatayud),https://www.winemag.com/buying-guide/las-rocas-san-alejandro-2009-vinas-viejas-grenache-garnacha-calatayud/,Garnacha,2009,Las Rocas de San Alejandro,1
3412,15,High,Dessert,Spain,"Rusty in color, this has leathery aromas that include dried cheese and fallen leaf. Forward, fruity and full of acidity, it tastes of roasted black fruit, caramel and molasses. The fresh acidity ensures that it doesn't come across too forcefully or heavy. Cabernet and Merlot is the mix.",Vendimia Tardia Late Harvest,24,Reasonable,88,Mediocre,Central Spain,Extremadura,,Marques de Valdueza 2009 Vendimia Tardia Late Harvest Red (Extremadura),https://www.winemag.com/buying-guide/marques-valdueza-2009-vendimia-tardia-late-harvest-red-extremadura/,Red Blend,2009,Marques de Valdueza,1
3419,15,High,Red,Spain,"This is deep and fruity up front, with blackberry and cola aromas that come with creamy oak and offsetting minerality. Full and jammy on the palate, with flavors of blackberry, fine herbs and lightly applied molasses. Round and concentrated on the finish. Drink now through 2016.",Barranc dels Closos,25,Reasonable,91,Pretty Good,Catalonia,Priorat,,Mas Igneus 2009 Barranc dels Closos Red (Priorat),https://www.winemag.com/buying-guide/mas-igneus-2009-barranc-dels-closos-red-priorat/,Red Blend,2009,Mas Igneus,1
3421,15,High,Red,Spain,"An oaky style of Priorat, this smells of hickory and campfire, with bacon, plum and cherry notes. Solid but narrow in the mouth, with berry and cherry flavors mixed with hard spice and chocolate notes. It has just enough acidity to stay fresh, turning slightly fiery on the finish.",,15,Budget Option,87,Mediocre,Catalonia,Priorat,,Bodegas La Cartuja 2009 Red (Priorat),https://www.winemag.com/buying-guide/bodegas-cartuja-2009-red-priorat/,Red Blend,2009,Bodegas La Cartuja,1
3426,15,High,Red,Spain,"Dark and opaque, with compact aromas of rubbery blackberry and controlled oak. Feels flush and grabby, with staunch tannins and creamy, toasty flavors accenting core blackberry and cassis. This seems more barrel-influenced the longer it airs out. A generous wine to drink now through 2015.",Termes,30,Reasonable,91,Pretty Good,Northern Spain,Toro,,Numanthia 2009 Termes (Toro),https://www.winemag.com/buying-guide/numanthia-termes-sl-2009-termes-tempranillo-tinta-de-toro-toro/,Tinta de Toro,2009,Numanthia,1
3433,15,High,Red,Spain,"Concentrated aromas of earthy black fruits and cola come with a slight burn. The aggressive, full-force palate feels grating and gritty but tastes good and smoky, with cherry and berry fruit topped off with oak and mint. It's a bit high in acid, which creates a tangy sensation on the finish.",Tarima Hill,16,Budget Option,87,Mediocre,Levante,Alicante,,Volver 2009 Tarima Hill Monastrell (Alicante),https://www.winemag.com/buying-guide/volver-2009-tarima-hill-mourvedre-monastrell-alicante/,Monastrell,2009,Volver,1
3403,15,High,Red,Spain,"Wild berry, cola, raisin and spice aromas are good, but the palate is only average in feel for a Priorat, with a lean fruit content, snappy acidity and little cushion for the wine's plum, berry, tomato and herb flavors. This finishes long, minty and mildly herbal.",Poboleda,46,Reasonable,86,Mediocre,Catalonia,Priorat,,Genium Celler 2008 Poboleda Red (Priorat),https://www.winemag.com/buying-guide/genium-celler-2008-poboleda-red-priorat/,Red Blend,2008,Genium Celler,1
3416,15,High,Red,Spain,"This is a serious Toro wine with smooth, dark, leathery aromas along with hints of wintergreen, licorice and berry pastry. It feels rich and layered, with complex flavors of licorice gum drop, nutmeg, chocolate and blackberry. Almost decadent but not over the top or too tannic. Drink now-2016.",,75,Upper-Medium,92,Pretty Good,Northern Spain,Toro,,Quinola 2008 Toro,https://www.winemag.com/buying-guide/quinola-2008-tempranillo-tinta-de-toro-toro/,Tinta de Toro,2008,Quinola,1
3418,15,High,Red,Spain,"Dark, compact and black, with graphite and growling blackberry aromas. Feels tight and drawing but serious and structured, with black fruit, chocolate, toast and spice flavors. Blackened as well on the finish, with mint and toast. Hold until 2015.",Demencia,65,Upper-Medium,91,Pretty Good,Northern Spain,Bierzo,,Demencia de Autor 2008 Demencia Mencia (Bierzo),https://www.winemag.com/buying-guide/demencia-autor-2008-demencia-spanish-red-mencia-bierzo/,Mencia,2008,Demencia de Autor,1
3420,15,High,Red,Spain,"Toasty oak and hickory aromas are the primary greeting, with licorice, pastry and blackberry notes underneath. It feels saturated and chewy, with full-scale berry, prune, chocolate and mossy flavors. It's dense on the finish, with smooth tannins and heft.",,30,Reasonable,89,Mediocre,Northern Spain,Toro,,Campo Alegre 2008 Toro,https://www.winemag.com/buying-guide/campo-alegre-2008-tempranillo-tinta-de-toro-toro/,Tinta de Toro,2008,Campo Alegre,1
3424,15,High,Red,Spain,"An excellent effort given that 2008 was by no means an excellent vintage. This Tempranillo is loaded with alluring aromas of sous-bois, marzipan, cola, moss and black-fruit aromas. The feel is thorough and pure, with blackberry, black licorice, graphite and chocolate flavors. It's textured and deep, but not overly tannic or hard on the finish. Drink now through 2015.",El Albar Lurton Excelencia,55,Upper-Medium,93,Very Good,Northern Spain,Vino de la Tierra de Castilla y Leon,,Francois Lurton 2008 El Albar Lurton Excelencia Tempranillo (Vino de la Tierra de Castilla y Leon),https://www.winemag.com/buying-guide/francois-lurton-2008-el-albar-lurton-excelencia-tempranillo-vino-tierra-castilla-leon/,Tempranillo,2008,Francois Lurton,1
3429,15,High,Red,Spain,"This is nicely done given that 2008 was a subpar year throughout Spain. The bouquet deals full berry and cherry aromas with notes of exotic spices and perfume. It feels thick and creamy but polished, with deep blackberry and cassis flavors. Jammy almost to the point of raisiny, but with such deep fruit it works.",Embruix,25,Reasonable,90,Pretty Good,Catalonia,Priorat,,Vall Llach 2008 Embruix Red (Priorat),https://www.winemag.com/buying-guide/vall-llach-2008-embruix-red-priorat/,Red Blend,2008,Vall Llach,1
3430,15,High,Red,Spain,"Impressive for a 2008 Tempranillo. This opens with aromas of balsam wood, spice, blackberry and plum. The feel is grippy and intense, with notes of roasted berry, black olive, leather and a mildly-salty flavor. It finishes meaty, lightly herbal and slightly salinic, with a firm feel. Drink now through 2014.",El Albar Lurton Barricas,25,Reasonable,90,Pretty Good,Northern Spain,Vino de la Tierra de Castilla y Leon,,Francois Lurton 2008 El Albar Lurton Barricas Tinta de Toro (Vino de la Tierra de Castilla y Leon),https://www.winemag.com/buying-guide/francois-lurton-2008-el-albar-lurton-barricas-tempranillo-tinta-de-toro-vino-tierra-castilla-leon/,Tinta de Toro,2008,Francois Lurton,1
3404,15,High,Red,Spain,"This wine smells baked and rasiny, and the bouquet brings charcoal and toast notes into play. It feels mature and ready, with raisin, molasses, chocolate and rooty berry flavors. Ripe and ready on the finish. The blend is Garnacha, Carignan and Cabernet Sauvignon. Drink now.",Bonfill,45,Reasonable,87,Mediocre,Northern Spain,Emporda,,Celler Arche Pages 2007 Bonfill Red (Emporda),https://www.winemag.com/buying-guide/celler-arche-pages-2007-bonfill-red-emporda/,Red Blend,2007,Celler Arche Pages,1
3417,15,High,Red,Spain,"Black fruit, heavy oak, tobacco and mineral aromas are welcoming on this ripped Priorat.It's full bodied, holding onto its schisty character via berry fruit and mineral flavors. Additional oak, vanilla and mint flavors rise up on the finish, but there's plenty of plum and cherry notes below the surface. 500 cases made.",Iugiter,35,Reasonable,91,Pretty Good,Catalonia,Priorat,,La Conreria d'Scala Dei 2007 Iugiter Red (Priorat),https://www.winemag.com/buying-guide/la-conreria-dscala-2007-iugiter-red-priorat/,Red Blend,2007,La Conreria d'Scala Dei,1
3448,15,High,Red,Spain,"It has taken a few years but Morlanda has reached a nice place with this wine. Look for ripeness and concentrated black fruit aromas, and then a ripe palate with herbal blackberry and chocolate. Smooth on the finish, with a tiny bit of burn. Drink now through 2014.",Crianca,48,Reasonable,90,Pretty Good,Catalonia,Priorat,,Morlanda 2007 Crianca Red (Priorat),https://www.winemag.com/buying-guide/morlanda-2007-crianca-red-priorat/,Red Blend,2007,Morlanda,1
3449,15,High,Red,Spain,"Ripe and sweet, with lush, raisiny aromas. The palate is flush, deep and layered, with baked berry, prune, toast and coffee flavors. This is a lot like Vall Llach's signature '07, but it's a bit more restrained and at $50 it's a better deal than the $95 wine. Still, it's a heavyweight to drink now through 2013.",Idus,50,Reasonable,90,Pretty Good,Catalonia,Priorat,,Vall Llach 2007 Idus Red (Priorat),https://www.winemag.com/buying-guide/vall-llach-2007-idus-red-priorat/,Red Blend,2007,Vall Llach,1
3450,15,High,Red,Spain,"This wine pushes the envelope on concentration and ripeness. It's full of prune, raisin and licorice on the nose, but also a lot of weight. It's quite jammy and soft by Priorat standards, as intense blackberry and molten fudge flavors take over. Chewy, warm and ready to drink.",,95,Upper-Medium,91,Pretty Good,Catalonia,Priorat,,Vall Llach 2007 Red (Priorat),https://www.winemag.com/buying-guide/vall-llach-2007-red-priorat/,Red Blend,2007,Vall Llach,1
3451,15,High,Red,Spain,"Roasted, leathery and sulphuric out of the bottle, but time serves it well and soon herbal notes, tanned saddle and baked berry aromas emerge. Feels a bit sheer and tight, with fiery plum and berry flavors. Grippy on the finish, so it needs time in bottle or plenty of air if you're drinking now.",Seleccio Especial,95,Upper-Medium,89,Mediocre,Catalonia,Priorat,,Ferrer Bobet 2007 Seleccio Especial Red (Priorat),https://www.winemag.com/buying-guide/ferrer-bobet-2007-seleccio-especial-red-priorat/,Red Blend,2007,Ferrer Bobet,1
3436,15,High,Red,Spain,"This perennially consistent Priorato deals graphite, coconut, leather, forest and oaky, chocolaty berry aromas in front of a round, mouthfilling palate. Tastes primarily of plum, cherry and currant, with a snappy finish defined by red fruit flavors and length. Perfectly good and ready; can hold through 2014.",Cartoixa,52,Upper-Medium,90,Pretty Good,Catalonia,Priorat,,Scala Dei 2006 Cartoixa Red (Priorat),https://www.winemag.com/buying-guide/scala-2006-cartoixa-red-priorat/,Red Blend,2006,Scala Dei,1
3440,15,High,Dessert,Spain,"Pure and intense up front, with dry, nutty core aromas and not too much blatant oxidation. Fresh and kicking in the mouth, but still fairly smooth, with nutty, toasty flavors and a hint of baked apple. Nutty, creamy and not too acidic or scouring on the finish.",Fino en Rama,13,Budget Option,88,Mediocre,Andalucia,Montilla-Moriles,,Alvear 2006 Fino en Rama Pedro Ximenez (Montilla-Moriles),https://www.winemag.com/buying-guide/alvear-2006-fino-en-rama-sherry-pedro-ximenez-montilla-moriles/,Pedro Ximenez,2006,Alvear,1
3423,15,High,Red,Spain,"A huge wine that's tannic as nails but so aromatic and flavor packed. Toasted oak, mint, cola, maple, marzipan work the potent nose, while the saturated palate thumps along with massive black-fruit flavors and coffee, fudge and light herb accents. This is one of the most powerful wines from Spain or anywhere. Drink or hold.",Emeritus,100,Upper-Medium,94,Very Good,Central Spain,Dominio de Valdepusa,,Marques de Grinon 2005 Emeritus Red (Dominio de Valdepusa),https://www.winemag.com/buying-guide/marques-grinon-2005-emeritus-red-dominio-valdepusa/,Red Blend,2005,Marques de Grinon,1
3425,15,High,Red,Spain,"Beautiful aromas of forest floor, dusty berry and smoked meats lead to a huge, tannic but tolerable mouthful of toasty blackberry, cassis, chocolate and additional darkness. It's toasty and really long on the finish; almost syrupy but not quite. A tannic effort, like all Grinon wines.",Single Vineyard Estate Bottled,40,Reasonable,91,Pretty Good,Central Spain,Dominio de Valdepusa,,Marques de Grinon 2005 Single Vineyard Estate Bottled Syrah (Dominio de Valdepusa),https://www.winemag.com/buying-guide/marques-grinon-2005-single-vineyard-estate-bottled-shiraz-syrah-syrah-dominio-valdepusa/,Syrah,2005,Marques de Grinon,1
3428,15,High,Red,Spain,"Oaky and superconcentrated, with shoe polish and other dark aromas forming a cap on the bouquet. Airing reveals a rugged, fully oaked and tannic wine, with baked berry, baking spice, raisin, syrup and chocolate flavors all wrapped up in a chewy, chunky frame. Sweet, rich and saturated stuff. Drink now or hold through 2017.",VS,100,Upper-Medium,92,Pretty Good,Northern Spain,Ribera del Duero,,Alidis 2005 VS (Ribera del Duero),https://www.winemag.com/buying-guide/alidis-2005-vs-tempranillo-ribera-duero/,Tempranillo,2005,Alidis,1
3431,15,High,Red,Spain,"Gritty on the nose, this has baked bean, mushroom, roasted plum and earth aromas. It feels blocky and tannic, with some cushion to the palate. Oaky tasting, with prune, vanilla and buttery notes that settle on baked fruit and chocolate. It comes on forceful and heavy and is arguably a little overripe.",Reserva,80,Upper-Medium,89,Mediocre,Northern Spain,Ribera del Duero,,Resalte 2005 Reserva (Ribera del Duero),https://www.winemag.com/buying-guide/resalte-2005-reserva-tempranillo-ribera-duero/,Tempranillo,2005,Resalte,1
3432,15,High,Red,Spain,"Concentrated and sweet, with aromas of raisin and cassis that lead onto an intense, syrupy palate, with salty berry, brown sugar and fudge flavors. This is deep as a country well, with a ton of flavor. But truth be told, it's tannic as can be, with a crushing mouthfeel that makes food mandatory.",Single Vineyard Estate Bottled,40,Reasonable,87,Mediocre,Central Spain,Dominio de Valdepusa,,Marques de Grinon 2005 Single Vineyard Estate Bottled Cabernet Sauvignon (Dominio de Valdepusa),https://www.winemag.com/buying-guide/marques-grinon-2005-single-vineyard-estate-bottled-cabernet-sauvignon-dominio-valdepusa/,Cabernet Sauvignon,2005,Marques de Grinon,1
3434,15,High,Red,Spain,"Charcoal, cola and menthol aromas sit on top of blueberry and mint. The mouth is so tannic and powerful that it's tough to swallow. Incredibly ripe, this has a short finish that's toasty tasting and not complex in the least.",Single Vineyard Estate Bottled,40,Reasonable,85,Mediocre,Central Spain,Dominio de Valdepusa,,Marques de Grinon 2005 Single Vineyard Estate Bottled Petit Verdot (Dominio de Valdepusa),https://www.winemag.com/buying-guide/marques-grinon-2005-single-vineyard-estate-bottled-petit-verdot-petite-dominio-valdepusa/,Petit Verdot,2005,Marques de Grinon,1
3399,15.5,High,Red,Spain,"This smells of baked black fruit, coconut, vanilla and char, with a palate that's ultrasaturated and almost cloying. The compact flavors are of concentrated blackberry liqueur and cassis, which narrow to berry and oak notes on the finish.",Alaya,35,Reasonable,90,Pretty Good,Central Spain,Almansa,,Atalaya 2010 Alaya Garnacha (Almansa),https://www.winemag.com/buying-guide/atalaya-2010-alaya-grenache-garnacha-almansa/,Garnacha,2010,Atalaya,1
3396,15.5,High,Red,Spain,"The Gil family understands how to make fully loaded reds that are balanced and highly enjoyable. Look for a saturated, rich nose with brandied plum, blackberry pastry and toasty oak notes. The palate is both lush and racy, with dark berry and chocolate flavors. It finishes huge and masculine, almost like fudge. Drink now-2015.",Atteca Armas Old Vines,45,Reasonable,92,Pretty Good,Northern Spain,Calatayud,,Bodegas Ateca 2009 Atteca Armas Old Vines Garnacha (Calatayud),https://www.winemag.com/buying-guide/bodegas-ateca-2009-atteca-armas-old-vines-grenache-garnacha-calatayud/,Garnacha,2009,Bodegas Ateca,1
3397,15.5,High,Red,Spain,"Dense, cool and masculine on the nose, this has aromas of prune, cola, tobacco, cheese and leather. It feels silky and soft, showing maximum ripeness and excellent balance. It tastes of ripe berry, stewed plum, spice and tobacco. Complex and classy on the finish; drink now-2017.",,140,Expensive,93,Very Good,Levante,Jumilla,,El Nido 2009 Red (Jumilla),https://www.winemag.com/buying-guide/el-nido-2009-red-jumilla/,Red Blend,2009,El Nido,1
3398,15.5,High,Red,Spain,"Opaque to the eye, this has a bouquet that's tightly sealed with aromas of oak, tobacco and cola, and a baked, minty note. Saturated but not syrupy, this has roasted, savory flavors of clove, nutmeg, hickory and baked blackberry. It remains roasted, deep and delicious on the finish. This is entirely modern, full bodied and excellent as a whole.",Clio,45,Reasonable,92,Pretty Good,Levante,Jumilla,,El Nido 2009 Clio Red (Jumilla),https://www.winemag.com/buying-guide/el-nido-2009-clio-red-jumilla/,Red Blend,2009,El Nido,1
3394,16,High,Dessert,Spain,"Fondillon represents the pinnacle of red Spanish dessert wines, and the 1999 vintage just might make your jaw drop. Subtle but expansive on the nose, with a blend of baked dark-fruit and cinnamon aromas, it is liquid heaven in the mouth, with excellent balance and flavors of roasted plums, black cherry, nutmeg and chocolate. This is pure, structured and outstanding from start to finish. Drink now or hold in a proper cellar for another 10 or 20 years. 100 cases made.",Casta Diva Fondillon Sweet,88,Upper-Medium,97,"Really, Really Great",Levante,Alicante,,Bodegas Gutierrez de la Vega 1999 Casta Diva Fondillon Sweet Monastrell (Alicante),https://www.winemag.com/buying-guide/bodegas-gutierrez-vega-1999-casta-diva-fondillon-sweet-mourvedre-monastrell-alicante/,Monastrell,1999,Bodegas Gutierrez de la Vega,1
3395,16,High,Port/Sherry,Spain,"A rank well above most PX sweeties, with lush but fresh aromas of raisin and spice that are distinctly not syrupy or heavy. Feels thick, but there's enough acidity to cut through the wine's weight. Flavors of caramel and chocolate are ideal, and the finish is smooth, not heavy, and has bounce in its step. A beautiful PX any way you cut it.",Solera 1927,25,Reasonable,94,Very Good,Andalucia,Montilla-Moriles,,Alvear NV Solera 1927 Pedro Ximenez (Montilla-Moriles),https://www.winemag.com/buying-guide/alvear-nv-solera-1927-sherry-pedro-ximenez-montilla-moriles/,Pedro Ximenez,1927,Alvear,1
3393,16.9,High,Dessert,Spain,"Midnight purple in color, this has legs as thick as an elephant's. It smells like boysenberry jam, spice and bacon, then feels like motor oil on the palate, with flavors of black fruit, chocolate and boysenberry syrup. It lacks complexity, but it hits hard with concentration, power and sweetness.",Amatus Dulce,22,Reasonable,87,Mediocre,Levante,Jumilla,,Bodegas Bleda 2011 Amatus Dulce Monastrell (Jumilla),https://www.winemag.com/buying-guide/bodegas-bleda-2011-amatus-dulce-mourvedre-monastrell-jumilla/,Monastrell,2011,Bodegas Bleda,1
3391,17,High,Dessert,Spain,"Light brown and slightly translucent in color. Aromas lean toward raisin and prune, but there's orange zest and molasses on the bouquet as well. Bores straight ahead on the palate, with sweet flavors of burnt brown sugar, caramel and prune. Satisfying and balanced even if it's not overly complex.",de Anada,23,Reasonable,90,Pretty Good,Andalucia,Montilla-Moriles,,Alvear 2008 de Anada Pedro Ximenez (Montilla-Moriles),https://www.winemag.com/buying-guide/alvear-2008-de-anada-sherry-pedro-ximenez-montilla-moriles/,Pedro Ximenez,2008,Alvear,1
3389,17,High,Red,Spain,"This starts out with mustard and horseradish aromas, but with the chance to breath, it reveals a dark berry scent. The palate feels tannic and sticky, with flavors of cooked plum, hard spice and brown sugar. It's grabby, fiery and full of flavor on the finish, with a slightly abrasive feel.",Dolc de l'Obac,129,Expensive,90,Pretty Good,Catalonia,Priorat,,Costers del Priorat 2007 Dolc de l'Obac Red (Priorat),https://www.winemag.com/buying-guide/costers-priorat-2007-dolc-lobac-red-priorat/,Red Blend,2007,Costers del Priorat,1
1436,8.5,Low,White,US,"There's no question about the variety, with its outrageously bright notes of lychee, flower, orange peel and spice. Spritzy, medium-sweet fruit flavors follow, with plentiful Mandarin orange notes throughout. Have it as an aperitif.",,12,Budget Option,88,Mediocre,Washington,Washington Other,Washington,Vino 2016 Moscato (Washington),https://www.winemag.com/buying-guide/vino-2016-moscato-washington-308103/,Moscato,2016,Vino,1
2177,8.5,Low,White,US,"This stunning sweet Riesling is sourced from the winery's Josef Vineyard. A concentrated nose of dried apricot, mango and honey carries a delicate sheen of polished wood. This is incredibly luscious and concentrated on the palate, persistent in juicy stone fruit and tropical flavors that are honed by laser-focused acidity. It's a powerful offering that lingers for days on the tongue and is sure to develop well with time in the bottle. Drink now - 2028.",Single Select Estate Bottled and Grown,45,Reasonable,94,Very Good,New York,Finger Lakes,Seneca Lake,Hermann J. Wiemer 2016 Single Select Estate Bottled and Grown Riesling (Seneca Lake),https://www.winemag.com/buying-guide/hermann-j-wiemer-2016-single-select-estate-bottled-and-grown-riesling-seneca-lake/,Riesling,2016,Hermann J. Wiemer,1
2629,8.7,Low,White,US,"Aromas of fresh thyme, honeycomb wax and citrus blossom meld with a stony core of quince and slate in this single-vineyard Riesling sourced from the east side of Seneca Lake. A smooth, well-concentrated palate delivers flavors of green melon, apple and white cherry, while an electric current of acidity keeping this feeling persistent yet balanced. Drink now - 2022.",Sawmill Creek Vineyard,22,Reasonable,91,Pretty Good,New York,Finger Lakes,Finger Lakes,Bellwether 2016 Sawmill Creek Vineyard Riesling (Finger Lakes),https://www.winemag.com/buying-guide/bellwether-2016-sawmill-creek-vineyard-riesling-finger-lakes/,Riesling,2016,Bellwether,1
3025,9.0,Low,White,US,"A strong clover-honey aroma greets the nose and carries straight through the palate. This is luscious and well-concentrated, displaying juicy peach and citrus flavors that are drizzled with gobs of honey. Latent acidity balances this sweet wine out come the finish.",,18,Budget Option,89,Mediocre,New York,Finger Lakes,Finger Lakes,O-Neh-Da 2016 Riesling (Finger Lakes),https://www.winemag.com/buying-guide/o-neh-da-2016-riesling-finger-lakes/,Riesling,2016,O-Neh-Da,1
2403,9.5,Low,White,US,"This single-vineyard wine offers a well-formed nose of honey-drizzled peach and white flowers. The semisweet palate is creamy in feel, loaded with swirls of ripe peach and fleshy yellow apple that are balanced by drawing acidity.",Josef Vineyard Estate Bottled & Grown,36,Reasonable,92,Pretty Good,New York,Finger Lakes,Seneca Lake,Hermann J. Wiemer 2016 Josef Vineyard Estate Bottled & Grown Riesling (Seneca Lake),https://www.winemag.com/buying-guide/hermann-j-wiemer-2016-josef-vineyard-estate-bottled-grown-riesling-seneca-lake/,Riesling,2016,Hermann J. Wiemer,1
3163,9.7,Low,White,US,"Defined aromas of grapefruit and crisp apple start off this semidry Riesling. A solid concentration of stone fruit and apple flavors marks the palate, with a frame of bright acidity to keep the balance.",Morris Vineyard,21,Reasonable,88,Mediocre,New York,Finger Lakes,Seneca Lake,Bellangelo 2016 Morris Vineyard Riesling (Seneca Lake),https://www.winemag.com/buying-guide/bellangelo-2016-morris-vineyard-riesling-seneca-lake/,Riesling,2016,Bellangelo,1
2372,9.8,Low,White,US,"Pristine aromas of ripe peach and pineapple are accented by a dusting of lime zest and jasmine on the nose of this semisweet Riesling. The succulent palate displays a dazzling array of juicy stone- and orchard-fruit flavors that are brightened by shots of tangerine and passion fruit, all honed by an explosion of acidity.",Patrician Verona,17,Budget Option,92,Pretty Good,New York,Finger Lakes,Cayuga Lake,Hosmer 2017 Patrician Verona Riesling (Cayuga Lake),https://www.winemag.com/buying-guide/hosmer-2017-patrician-verona-riesling-cayuga-lake/,Riesling,2017,Hosmer,1
3308,10.0,Medium-Low,White,US,"Pollen dusted herbs and lime start off this delicate Riesling. The palate is slick in feel, displaying flavors of green melon rind, slate and lime juice, while a strong current of acidity keeps it alive and kicking. Pair with a meal to counteract all that zest.",S,17,Budget Option,89,Mediocre,New York,Finger Lakes,Finger Lakes,Bellwether 2016 S Riesling (Finger Lakes),https://www.winemag.com/buying-guide/bellwether-2016-s-riesling-finger-lakes/,Riesling,2016,Bellwether,1
1800,10.5,Medium-Low,White,US,"The aromas seem subdued for the variety, with notes of flower and peach. Medium-sweet stone fruit flavors follow.",Harvest Select Sweet,9,Cheap,87,Mediocre,Washington,Columbia Valley,Columbia Valley (WA),Chateau Ste. Michelle 2017 Harvest Select Sweet Riesling (Columbia Valley (WA)),https://www.winemag.com/buying-guide/chateau-ste-michelle-2017-harvest-select-sweet-riesling-columbia-valley-wa-308483/,Riesling,2017,Chateau Ste. Michelle,1
2467,11.0,Medium-Low,White,US,"A bright nose of apple and pear aromas melds with an edging of tangerine and grapefruit in this off-dry wine. The palate is delicate and soft, displaying a plump orchard-fruit flavor backed by orange acidity. A peach-fuzz texture lingers on the finish.",,17,Budget Option,90,Pretty Good,New York,Finger Lakes,Finger Lakes,Keuka Spring 2017 Riesling (Finger Lakes),https://www.winemag.com/buying-guide/keuka-spring-2017-riesling-finger-lakes/,Riesling,2017,Keuka Spring,1
2780,11.0,Medium-Low,White,US,"Well-formed aromas of honeydew melon and white blossom meet a tangy, steel element on the nose. Light in profile, the dry palate offers a juicy melon flavor drizzled in a squeeze of lime. A slick of wet slate lingers on the finish.",Dry,21,Reasonable,90,Pretty Good,New York,Finger Lakes,Finger Lakes,Barnstormer 2017 Dry Riesling (Finger Lakes),https://www.winemag.com/buying-guide/barnstormer-2017-dry-riesling-finger-lakes/,Riesling,2017,Barnstormer,1
